5.834215699999999449e-01 -2.728869020000000423e-01
5.874004914999999549e-01 -2.832425568999999976e-01
5.913794129999999649e-01 -2.935982118000000085e-01
5.953583344999999749e-01 -3.039538667000000749e-01
5.993372559999999849e-01 -3.143095216000000303e-01
6.033161774999999949e-01 -3.246651765000000411e-01
6.072950989999998939e-01 -3.350208313999999965e-01
6.112740205000000149e-01 -3.453764863000000074e-01
6.152529419999999138e-01 -3.557321412000000183e-01
6.192318635000000349e-01 -3.660877960999999736e-01
6.232107849999999338e-01 -3.764434509999999845e-01
6.271897064999999438e-01 -3.867991059000000509e-01
6.311686280000000648e-01 -3.971547608000000062e-01
6.351475494999999638e-01 -4.075104157000000171e-01
6.391264710000000848e-01 -4.178660706000000280e-01
6.431053924999999838e-01 -4.282217255000000389e-01
6.470843139999999938e-01 -4.385773804000000498e-01
6.510632355000000038e-01 -4.489330353000000051e-01
6.550421570000000138e-01 -4.592886902000000160e-01
6.590210785000000238e-01 -4.696443451000000269e-01
6.630000000000000338e-01 -4.799999999999999822e-01
6.583837316470588785e-01 -4.880208632352941445e-01
6.537674632941176123e-01 -4.960417264705882512e-01
6.491511949411765681e-01 -5.040625897058823579e-01
6.445349265882353018e-01 -5.120834529411764091e-01
6.399186582352941466e-01 -5.201043161764705713e-01
6.353023898823529914e-01 -5.281251794117647336e-01
6.306861215294118361e-01 -5.361460426470587848e-01
6.260698531764705699e-01 -5.441669058823529470e-01
6.214535848235294146e-01 -5.521877691176471092e-01
6.168373164705882594e-01 -5.602086323529411604e-01
6.122210481176471042e-01 -5.682294955882353227e-01
6.076047797647058379e-01 -5.762503588235294849e-01
6.029885114117647937e-01 -5.842712220588235361e-01
5.983722430588236385e-01 -5.922920852941176983e-01
5.937559747058823723e-01 -6.003129485294118606e-01
5.891397063529412170e-01 -6.083338117647059118e-01
5.845234380000000618e-01 -6.163546750000000740e-01
5.870153200000000071e-01 -6.199999999999999956e-01
5.962993159999999682e-01 -6.199999999999999956e-01
6.055833740000000631e-01 -6.199999999999999956e-01
6.148673709999999959e-01 -6.199999999999999956e-01
6.241513670000000680e-01 -6.199999999999999956e-01
6.334354250000000519e-01 -6.199999999999999956e-01
6.427194210000000130e-01 -6.199999999999999956e-01
6.520034180000000568e-01 -6.199999999999999956e-01
6.612874759999999297e-01 -6.199999999999999956e-01
6.705714720000000018e-01 -6.199999999999999956e-01
6.798554689999999345e-01 -6.199999999999999956e-01
6.891394650000000066e-01 -6.199999999999999956e-01
6.984235229999999905e-01 -6.199999999999999956e-01
6.990332639999999875e-01 -6.200373540000000405e-01
6.996339719999999929e-01 -6.201487430000000023e-01
7.002166140000000150e-01 -6.203325809999999940e-01
7.007724610000000132e-01 -6.205861210000001016e-01
7.012913819999999632e-01 -6.209042359999999983e-01
7.110171001666666379e-01 -6.263180950000000191e-01
7.207428183333334237e-01 -6.317319539999999289e-01
7.304685364999999875e-01 -6.371458129999999498e-01
7.401942546666666622e-01 -6.425596719999999706e-01
7.499199728333333370e-01 -6.479735309999999915e-01
7.596456909999999008e-01 -6.533873900000000123e-01
7.693714091666666866e-01 -6.588012490000000332e-01
7.790971273333333613e-01 -6.642151079999999430e-01
7.888228454999999251e-01 -6.696289669999999639e-01
7.985485636666667109e-01 -6.750428259999999847e-01
8.082742818333333856e-01 -6.804566850000000056e-01
8.179999999999999494e-01 -6.858705440000000264e-01
8.179999999999999494e-01 -6.849763789999999686e-01
8.179999999999999494e-01 -6.738528553124999432e-01
8.179999999999999494e-01 -6.627293316250000288e-01
8.179999999999999494e-01 -6.516058079375000034e-01
8.179999999999999494e-01 -6.404822842499999780e-01
8.179999999999999494e-01 -6.293587605624999526e-01
8.179999999999999494e-01 -6.182352368749999272e-01
8.179999999999999494e-01 -6.071117131875000128e-01
8.179999999999999494e-01 -5.959881894999999874e-01
8.179999999999999494e-01 -5.848646658124999620e-01
8.179999999999999494e-01 -5.737411421250000476e-01
8.179999999999999494e-01 -5.626176184375000222e-01
8.179999999999999494e-01 -5.514940947499998858e-01
8.179999999999999494e-01 -5.403705710624999714e-01
8.179999999999999494e-01 -5.292470473749999460e-01
8.179999999999999494e-01 -5.181235236875000316e-01
8.179999999999999494e-01 -5.070000000000000062e-01
8.263937785000000646e-01 -5.027361857083333385e-01
8.347875569999999579e-01 -4.984723714166666708e-01
8.431813355000000731e-01 -4.942085571249999476e-01
8.515751139999999664e-01 -4.899447428333333354e-01
8.599688925000000816e-01 -4.856809285416666677e-01
8.683626709999999749e-01 -4.814171142500000000e-01
8.767564494999999791e-01 -4.771532999583333323e-01
8.851502279999999834e-01 -4.728894856666666646e-01
8.935440064999999876e-01 -4.686256713749999969e-01
9.019377850000001029e-01 -4.643618570833333292e-01
9.103315634999999961e-01 -4.600980427916666615e-01
9.187253420000000004e-01 -4.558342284999999938e-01
9.271191205000000046e-01 -4.515704142083333261e-01
9.355128990000000089e-01 -4.473065999166666584e-01
9.439066775000000131e-01 -4.430427856250000462e-01
9.523004560000000174e-01 -4.387789713333333230e-01
9.606942345000000216e-01 -4.345151570416666553e-01
9.690880130000000259e-01 -4.302513427499999876e-01
9.774817915000001411e-01 -4.259875284583333199e-01
